idade;classe_trabalho;fnwgt;escolaridade;numero_educacao;estado_civil;ocupacao;relacionamento;raca;sexo;nacionalidade;ganho_de_capital;perda_de_capital;horas_trabalho_semana;renda_anual
19;privado;292590;ensino-medio-completo;9;casado;Vendas;Outro Parente;Branco;Feminino;Estados Unidos;0;0;25;<=50K
36;privado;141420;graduacao;13;divorciado;Faxineiro;Não na Família;Branco;Masculino;Estados Unidos;0;0;30;<=50K
47;privado;159389;tecnologo;12;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
62;privado;254534;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
36;governo-estadual;89508;graduado-medicina-direito;15;solteiro;Especialidade Profissional;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
38;autonomo-sem-imcorporacao;238980;graduacao-incompleta;10;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
54;privado;178946;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;48;>50K
31;privado;204752;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
26;privado;290213;graduacao-incompleta;10;separado;Agricultura e Pesca;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
50;privado;102615;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;1902;40;>50K
41;privado;291965;graduacao-incompleta;10;solteiro;Suporte Técnico;Não Casado;Asiático e Ilhas do Pacífico;Feminino;Filipinas;0;0;40;<=50K
52;governo-municipal;175339;graduacao;13;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
28;privado;90547;ensino-medio-completo;9;casado;Outros Serviços;Esposa;Negro;Feminino;Estados Unidos;0;0;23;<=50K
23;;449101;ensino-medio-completo;9;casado;?;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;30;<=50K
46;autonomo-sem-imcorporacao;101722;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;3137;0;40;<=50K
32;;981628;ensino-medio-completo;9;divorciado;?;Não Casado;Negro;Masculino;Estados Unidos;0;0;40;<=50K
59;;147989;ensino-medio-completo;9;viuvo;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;35;<=50K
30;autonomo-com-incorporacao;204470;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;36;>50K
58;governo-municipal;311409;mestrado;14;casado;Especialidade Profissional;Marido;Negro;Masculino;Estados Unidos;7688;0;30;>50K
31;privado;190027;ensino-medio-completo;9;solteiro;Outros Serviços;Outro Parente;Negro;Feminino;;0;0;40;<=50K
36;privado;218015;graduacao-incompleta;10;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;48;<=50K
31;governo-estadual;77634;pre-escola;1;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;24;<=50K
52;autonomo-sem-imcorporacao;42984;graduado-medicina-direito;15;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;70;>50K
29;privado;413297;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;México;3411;0;70;<=50K
48;autonomo-sem-imcorporacao;218835;mestrado;14;casado;Vendas;Marido;Branco;Masculino;Inglaterra;0;0;50;<=50K
30;privado;341051;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;15024;0;60;>50K
58;privado;252419;ensino-medio-incompleto;7;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
20;governo-federal;347935;graduacao-incompleta;10;solteiro;Serviço de Proteção;Filho Próprio;Negro;Masculino;Estados Unidos;0;0;40;<=50K
19;privado;237848;graduacao-incompleta;10;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;3;<=50K
63;privado;174826;ensino-medio-completo;9;divorciado;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
51;autonomo-sem-imcorporacao;170086;graduacao;13;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
53;privado;470368;tecnologo;12;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;48;<=50K
54;governo-federal;75235;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;5178;0;40;>50K
35;;35854;graduacao-incompleta;10;solteiro;?;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
26;privado;746432;ensino-medio-completo;9;solteiro;Faxineiro;Filho Próprio;Negro;Masculino;Estados Unidos;0;0;48;<=50K
47;autonomo-sem-imcorporacao;258498;graduacao-incompleta;10;casado;Outros Serviços;Esposa;Branco;Feminino;Estados Unidos;0;0;52;<=50K
44;privado;176063;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
80;autonomo-sem-imcorporacao;26865;oitavo ano;4;solteiro;Agricultura e Pesca;Não Casado;Branco;Masculino;Estados Unidos;0;0;20;<=50K
55;privado;104724;doutorado;16;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
43;privado;346321;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
49;privado;402462;graduacao;13;casado-conjuge-ausente;Transporte e Movimentação;Não Casado;Branco;Masculino;Colômbia;0;0;30;<=50K
27;privado;153078;graduado-medicina-direito;15;solteiro;Especialidade Profissional;Filho Próprio;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;0;40;<=50K
42;privado;176063;tecnologo;11;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;15024;0;55;>50K
39;privado;451059;nono-ano;5;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
36;;229533;ensino-medio-completo;9;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
32;privado;106437;ensino-medio-completo;9;separado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
58;governo-municipal;294313;graduacao-incompleta;10;casado;Administrativo e Clerical;Esposa;Negro;Feminino;Estados Unidos;0;0;55;<=50K
63;privado;67903;nono-ano;5;separado;Agricultura e Pesca;Não na Família;Negro;Masculino;Estados Unidos;0;0;40;<=50K
49;privado;133669;graduacao-incompleta;10;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
36;autonomo-com-incorporacao;251730;graduacao-incompleta;10;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
46;privado;72896;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
47;privado;155664;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;99999;0;55;>50K
39;privado;206520;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
33;privado;72338;graduado-medicina-direito;15;casado;Gerencial Executivo;Marido;Asiático e Ilhas do Pacífico;Masculino;Japão;0;0;65;>50K
43;governo-municipal;34640;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Outra;Masculino;Estados Unidos;0;1887;40;>50K
30;privado;236543;graduacao-incompleta;10;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;68;<=50K
39;governo-municipal;43702;tecnologo;11;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;37;<=50K
44;privado;335248;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
27;privado;198197;graduacao;13;solteiro;Suporte Técnico;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
80;;281768;tecnologo;12;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;4;<=50K
31;privado;160594;tecnologo;12;solteiro;Especialidade Profissional;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;3;<=50K
34;governo-municipal;231826;ensino-medio-completo;9;casado;Especialidade Profissional;Marido;Branco;Masculino;El Salvador;0;0;40;<=50K
28;privado;188171;tecnologo;12;solteiro;Transporte e Movimentação;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;60;<=50K
55;privado;125000;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
36;privado;166509;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
42;privado;402367;graduacao-incompleta;10;casado;Transporte e Movimentação;Marido;Negro;Masculino;Estados Unidos;7688;0;45;>50K
67;governo-municipal;204123;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;10;<=50K
53;autonomo-com-incorporacao;220786;graduacao-incompleta;10;viuvo;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;60;<=50K
43;privado;254146;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1902;40;>50K
29;governo-municipal;152461;graduacao;13;solteiro;Suporte Técnico;Não na Família;Branco;Feminino;Estados Unidos;0;0;42;<=50K
19;privado;223669;graduacao-incompleta;10;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;30;<=50K
51;privado;120270;tecnologo;11;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
21;autonomo-sem-imcorporacao;304602;tecnologo;11;solteiro;Agricultura e Pesca;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;98;<=50K
54;privado;24108;graduacao-incompleta;10;separado;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
42;autonomo-sem-imcorporacao;32546;graduado-medicina-direito;15;divorciado;Especialidade Profissional;Não Casado;Branco;Masculino;Estados Unidos;7430;0;40;>50K
41;privado;93885;graduacao-incompleta;10;divorciado;Vendas;Não Casado;Branco;Feminino;Estados Unidos;0;0;48;<=50K
28;privado;210765;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;privado;191276;tecnologo;11;divorciado;Faxineiro;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
82;autonomo-sem-imcorporacao;71438;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;20;<=50K
23;privado;330571;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;16;<=50K
40;governo-municipal;138634;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
35;privado;112264;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
24;privado;205865;ensino-medio-completo;9;solteiro;Vendas;Não Casado;Branco;Masculino;Estados Unidos;0;0;45;<=50K
21;privado;224640;graduacao-incompleta;10;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
27;privado;180758;graduacao-incompleta;10;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;30;<=50K
29;;499935;tecnologo;11;solteiro;?;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
40;autonomo-sem-imcorporacao;107762;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
17;privado;214787;segundo-grau-completo;8;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;25;<=50K
27;privado;211032;ensino-fundamental;2;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;México;0;0;40;<=50K
34;privado;208353;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
18;privado;157273;decimo-ano;6;solteiro;Outros Serviços;Outro Parente;Negro;Masculino;Estados Unidos;0;0;15;<=50K
39;privado;75891;graduacao;13;divorciado;Suporte Técnico;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
34;autonomo-com-incorporacao;177675;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;65;>50K
44;privado;182370;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
18;;200525;ensino-medio-incompleto;7;solteiro;?;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;25;<=50K
39;privado;174242;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;15024;0;60;>50K
28;privado;95566;ensino-fundamental;2;casado-conjuge-ausente;Outros Serviços;Filho Próprio;Outra;Feminino;República Dominicana;0;0;35;<=50K
30;privado;30290;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
60;privado;240951;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Outro Parente;Branco;Feminino;Estados Unidos;0;0;40;<=50K
58;privado;183810;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;24;<=50K
49;privado;94342;graduacao;13;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;60;<=50K
61;autonomo-com-incorporacao;148577;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;55;>50K
27;privado;103634;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;38;<=50K
59;autonomo-sem-imcorporacao;83542;tecnologo;12;divorciado;Suporte Técnico;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
52;governo-federal;76131;graduacao-incompleta;10;casado;Gerencial Executivo;Esposa;Asiático e Ilhas do Pacífico;Feminino;Estados Unidos;0;0;40;>50K
42;governo-federal;262402;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
27;privado;198286;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;34;<=50K
41;autonomo-com-incorporacao;145441;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
35;;273558;graduacao-incompleta;10;solteiro;?;Não na Família;Negro;Masculino;Estados Unidos;0;0;30;<=50K
50;governo-municipal;117496;graduacao;13;casado;Especialidade Profissional;Esposa;Branco;Feminino;Estados Unidos;0;0;24;<=50K
36;privado;128876;decimo-ano;6;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
21;privado;199698;ensino-medio-completo;9;solteiro;Agricultura e Pesca;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;45;<=50K
38;privado;65390;tecnologo;12;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
46;privado;128645;graduacao-incompleta;10;divorciado;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
59;privado;53481;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
55;privado;92215;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;45;<=50K
49;governo-municipal;78859;mestrado;14;viuvo;Especialidade Profissional;Não Casado;Branco;Feminino;Estados Unidos;0;323;20;<=50K
59;autonomo-com-incorporacao;187502;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
38;privado;242080;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;55;>50K
22;privado;41837;graduacao-incompleta;10;solteiro;Transporte e Movimentação;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;25;<=50K
28;privado;291374;segundo-grau-completo;8;solteiro;Vendas;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
47;privado;148995;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;2415;60;>50K
59;privado;159008;graduacao-incompleta;10;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;56;<=50K
37;privado;271013;ensino-medio-completo;9;divorciado;Faxineiro;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;199046;graduacao;13;solteiro;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
34;privado;164280;decimo-ano;6;casado;Faxineiro;Marido;Branco;Masculino;Portugal;0;0;40;<=50K
35;governo-municipal;116960;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;1887;40;>50K
55;privado;100054;decimo-ano;6;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
18;privado;183824;segundo-grau-completo;8;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;30;<=50K
48;privado;313925;tecnologo;12;casado;Especialidade Profissional;Esposa;Branco;Feminino;Estados Unidos;0;0;30;>50K
48;privado;379883;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Cuba;0;0;40;>50K
70;;92593;graduacao-incompleta;10;viuvo;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;25;<=50K
27;privado;189777;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
43;privado;198330;mestrado;14;viuvo;Especialidade Profissional;Não Casado;Negro;Feminino;Estados Unidos;0;0;37;<=50K
32;privado;127451;graduacao-incompleta;10;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;38;>50K
62;;31577;ensino-medio-completo;9;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;18;<=50K
18;;90230;ensino-medio-completo;9;solteiro;?;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;20;<=50K
50;privado;301024;graduacao;13;separado;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;>50K
38;autonomo-sem-imcorporacao;175732;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Não na Família;Indígena Americano ou Eskimó;Masculino;Estados Unidos;0;0;15;<=50K
18;privado;218889;nono-ano;5;solteiro;Outros Serviços;Filho Próprio;Negro;Masculino;Estados Unidos;0;0;35;<=50K
46;privado;117605;nono-ano;5;divorciado;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;35;<=50K
26;privado;154571;graduacao-incompleta;10;solteiro;Operador de Máquinas e Inspeção;Não na Família;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;0;45;>50K
44;privado;228057;oitavo ano;4;casado;Operador de Máquinas e Inspeção;Esposa;Branco;Feminino;República Dominicana;0;0;40;<=50K
32;privado;173998;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;60;<=50K
25;privado;90752;graduacao;13;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
55;privado;51008;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
55;governo-federal;113398;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não Casado;Branco;Masculino;Estados Unidos;0;0;40;<=50K
25;privado;74977;graduacao-incompleta;10;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
40;privado;101593;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
29;privado;228346;tecnologo;11;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
60;privado;180418;ensino-medio-incompleto;7;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
45;privado;44489;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
43;autonomo-sem-imcorporacao;277488;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;30;<=50K
24;privado;103064;ensino-medio-completo;9;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;55;<=50K
34;privado;226872;graduacao;13;divorciado;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
47;autonomo-sem-imcorporacao;330416;graduacao-incompleta;10;solteiro;Agricultura e Pesca;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
24;privado;186495;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;32;<=50K
47;governo-estadual;205712;graduacao-incompleta;10;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;38;<=50K
18;privado;217743;ensino-medio-incompleto;7;solteiro;Vendas;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
50;autonomo-com-incorporacao;52565;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;1485;40;<=50K
22;privado;239954;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Outro Parente;Branco;Masculino;Estados Unidos;0;0;40;<=50K
49;autonomo-sem-imcorporacao;349986;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
41;privado;117585;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;1485;40;>50K
68;autonomo-sem-imcorporacao;122094;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;15;<=50K
62;autonomo-sem-imcorporacao;26857;oitavo ano;4;viuvo;Agricultura e Pesca;Outro Parente;Branco;Feminino;Estados Unidos;0;0;35;<=50K
25;governo-municipal;192321;graduacao;13;solteiro;Especialidade Profissional;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
24;privado;88095;graduacao-incompleta;10;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Feminino;México;0;0;24;<=50K
44;privado;144067;graduacao;13;divorciado;Administrativo e Clerical;Não na Família;Branco;Masculino;;0;0;12;<=50K
32;privado;124187;nono-ano;5;casado;Agricultura e Pesca;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
49;privado;123681;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;43;>50K
68;privado;145638;graduacao-incompleta;10;divorciado;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
25;privado;130513;tecnologo;12;solteiro;Vendas;Filho Próprio;Branco;Feminino;Peru;0;0;40;<=50K
47;governo-federal;197038;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
35;privado;189092;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
37;autonomo-sem-imcorporacao;198841;ensino-medio-incompleto;7;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
57;privado;317969;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
37;privado;103121;graduacao;13;casado;Gerencial Executivo;Esposa;Branco;Feminino;Estados Unidos;0;1848;40;>50K
34;privado;111589;decimo-ano;6;solteiro;Outros Serviços;Não Casado;Negro;Feminino;Jamaica;0;0;40;<=50K
46;governo-municipal;267952;tecnologo;11;divorciado;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;0;0;36;<=50K
21;privado;63899;ensino-medio-incompleto;7;solteiro;Administrativo e Clerical;Outro Parente;Branco;Feminino;Estados Unidos;0;0;40;<=50K
26;privado;473625;ensino-medio-completo;9;casado;Outros Serviços;Esposa;Branco;Feminino;Estados Unidos;0;0;30;<=50K
45;privado;187901;ensino-medio-completo;9;divorciado;Agricultura e Pesca;Não na Família;Branco;Masculino;Estados Unidos;0;2258;44;>50K
17;privado;24090;ensino-medio-completo;9;solteiro;Gerencial Executivo;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;35;<=50K
36;autonomo-com-incorporacao;102729;tecnologo;12;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;70;<=50K
33;privado;91666;segundo-grau-completo;8;divorciado;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
27;privado;215873;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Filho Próprio;Negro;Masculino;Estados Unidos;0;0;40;<=50K
32;privado;152109;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;48;<=50K
24;privado;175586;ensino-medio-completo;9;solteiro;Operador de Máquinas e Inspeção;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
37;privado;232614;ensino-medio-completo;9;divorciado;Outros Serviços;Não Casado;Negro;Feminino;Estados Unidos;0;0;30;<=50K
53;governo-estadual;229465;doutorado;16;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
44;privado;147110;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Filho Próprio;Branco;Masculino;Estados Unidos;14344;0;40;>50K
43;governo-municipal;161240;ensino-medio-completo;9;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;45;>50K
29;privado;358124;ensino-medio-completo;9;solteiro;Outros Serviços;Outro Parente;Negro;Feminino;Estados Unidos;0;0;52;<=50K
47;privado;222529;graduacao;13;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;65;<=50K
37;autonomo-sem-imcorporacao;338320;mestrado;14;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
43;autonomo-com-incorporacao;62026;graduado-medicina-direito;15;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;99999;0;40;>50K
23;privado;263886;graduacao-incompleta;10;solteiro;Vendas;Não na Família;Negro;Feminino;Estados Unidos;0;0;20;<=50K
50;privado;310774;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;35;<=50K
25;privado;98155;graduacao-incompleta;10;solteiro;Especialidade Profissional;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
40;privado;259307;graduacao-incompleta;10;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
39;privado;358753;tecnologo;11;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;7688;0;40;>50K
41;privado;29762;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;52;>50K
32;privado;202729;ensino-medio-completo;9;casado;Transporte e Movimentação;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
19;privado;28790;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
26;privado;53209;ensino-medio-completo;9;solteiro;Outros Serviços;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
30;governo-municipal;169020;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
34;privado;127195;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
