sinistro	data_sinistro	sinistro_mes	sinistro_dia_semana	horario_sinistro	cidade_sinistro	uf_sinistro	mercadoria_grupo	origem_cidade	origem_uf	destino_cidade	destino_uf	valor_carga	motorista_vinculo
Acidente	30/09/2018	setembro	sábado	Manhã	Itaboraí	RJ	Defensivo Agrícola	Igarapava	SP	Aracruz	ES	2 - Até R$ 300.000	S/Comprovação
Acidente	30/09/2018	setembro	sábado	Manhã	Joaquim Gomes	AL	Confecção/Tecido/Fios	Três Rios	RJ	Cabo de Santo Agostinho	PE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	01/10/2018	outubro	segunda-feira	Tarde	São Gonçalo	RJ	Geral	Duque de Caxias	RJ	São Gonçalo	RJ	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	01/10/2018	outubro	segunda-feira	Tarde	São Paulo	SP	Aço/Ferro	Barra Mansa	RJ	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	02/10/2018	outubro	segunda-feira	Tarde	Faxinal	PR	Frigorífico	Mandaguari	PR	Navegantes	SC	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	02/10/2018	outubro	segunda-feira	Noite	Cubatão	SP	Autopeças	Sorocaba	SP	Guarujá	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	02/10/2018	outubro	segunda-feira	Noite	Mairiporã	SP	Específicas	Extrema	MG	Guarulhos	SP	5 - Acima de R$ 1.000.000	S/Comprovação
Acidente	03/10/2018	outubro	segunda-feira	Tarde	Ponte Alta do Sul	SC	Papel	Correia Pinto	SC	Mogi das Cruzes	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	03/10/2018	outubro	segunda-feira	Tarde	Guarulhos	SP	Calçados	Nova Serrana	MG	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	04/10/2018	outubro	segunda-feira	Madrugada	Santo  Antonio de Padua	RJ	Específicas	Viana	ES	Curitiba	PR	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	04/10/2018	outubro	segunda-feira	Manhã	Embú das Artes	SP	Veículo	São Bernado do Campo	SP	São Jose dos Pinhais	PR	2 - Até R$ 300.000	Agregado
Roubo/Furto	04/10/2018	outubro	segunda-feira	Noite	São Bernardo do Campo	SP	Autopeças	São Bernardo do Campo	SP	Piracicaba	SP	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	04/10/2018	outubro	segunda-feira	Noite	Sapucaia	RJ	Laticínios	Nova Venécia	ES	Araçariguama	SP	2 - Até R$ 300.000	Funcionário
Roubo/Furto	04/10/2018	outubro	segunda-feira	Noite	Muriaé	MG	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Maceio	AL	3 - Até R$ 500.000	Funcionário
Roubo/Furto	05/10/2018	outubro	segunda-feira	Manhã	Hidrolândia	GO	Hig/Limp/Cosm	Louveira	SP	Belém	PA	2 - Até R$ 300.000	Autônomo
Roubo/Furto	05/10/2018	outubro	segunda-feira	Manhã	Rio de Janeiro	RJ	Hig/Limp/Cosm	Jundiaí	SP	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	05/10/2018	outubro	segunda-feira	Madrugada	São Paulo	SP	Hig/Limp/Cosm	Louveira	SP	São Paulo	SP	3 - Até R$ 500.000	Funcionário
Roubo/Furto	06/10/2018	outubro	segunda-feira	Noite	Esplanada	BA	Hig/Limp/Cosm	Simões Filho	BA	Aracaju	SE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	06/10/2018	outubro	segunda-feira	Manhã	Manhuaçu	MG	Alumínio	Pindamonhangaba	SP	Cabo de Santo Agostinho	PE	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	07/10/2018	outubro	terça-feira	Tarde	São Paulo	SP	Eletrônicos	Cajamar	SP	Serra	ES	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	07/10/2018	outubro	terça-feira	Madrugada	Miracatu	SP	Pneus	Itajaí	SC	Jaboatão dos Guararapes	PE	3 - Até R$ 500.000	Autônomo
Roubo/Furto	07/10/2018	outubro	terça-feira	Tarde	Campo Alegre de Goiás	GO	Sementes	Campo Alegre de Goias	GO	Bom Jesus de Goias	GO	2 - Até R$ 300.000	Autônomo
Outros	08/10/2018	outubro	terça-feira	Tarde	Dourados	SP	Ração Animal	Toledo	PR	Dourados	MS	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	08/10/2018	outubro	terça-feira	Noite	Carlos Chagas	MG	Café	Itabela	BA	Cornélio Procópio	PR	2 - Até R$ 300.000	Funcionário
Acidente	08/10/2018	outubro	terça-feira	Manhã	Portelândia	GO	Tratores/Empilhadeiras	Sorocaba	SP	Lucas do Rio Verde	MT	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	08/10/2018	outubro	terça-feira	Noite	Catuji	MG	Confecção/Tecido/Fios	Rio de Janeiro	RJ	São Luiz	MA	4 - Até R$ 1.000.000	S/Comprovação
Acidente	08/10/2018	outubro	terça-feira	Noite	Japeri	RJ	Eletrônicos	Rio de Janeiro	RJ	São Paulo	SP	3 - Até R$ 500.000	S/Comprovação
Outros	09/10/2018	outubro	terça-feira	Manhã	Caraguatatuba	SP	Alimentício	Taboão da Serra	SP	Caraguatatuba	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	09/10/2018	outubro	terça-feira	Manhã	São João de Meriti	RJ	Alimentício	Belford Roxo	RJ	São João de Meriti	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	09/10/2018	outubro	terça-feira	Manhã	Gilbués	PI	Defensivo Agrícola	Guararema	SP	Paragominas	PA	3 - Até R$ 500.000	S/Comprovação
Acidente	09/10/2018	outubro	terça-feira	Tarde	Manoel Vitorino	BA	Autopeças	Limeira	SP	Nova Goiana	PE	2 - Até R$ 300.000	S/Comprovação
Acidente	10/10/2018	outubro	terça-feira	Madrugada	São Lourenço da Mata	PE	Tinta/Verniz	Jaboatão dos Guararapes	PE	Limoeiro	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	10/10/2018	outubro	terça-feira	Madrugada	Jacareí	SP	Geral	Cajamar	SP	São José dos Campos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	10/10/2018	outubro	terça-feira	Manhã	Itapecerica da Serra	SP	Veículo	Curitiba	PR	Campinas	SP	4 - Até R$ 1.000.000	Funcionário
Acidente	10/10/2018	outubro	terça-feira	Tarde	Sto Antõnio do Amparo	MG	Frigorífico	Janaúba	MG	Arábia Saudita	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	10/10/2018	outubro	terça-feira	Manhã	Araquari	SC	Aço/Ferro	Cachoeirinha	RS	Ponta Grossa	PR	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	10/10/2018	outubro	terça-feira	Manhã	Manhuaçu	MG	Frigorífico	Hidrolândia	GO	Vila Velha	ES	2 - Até R$ 300.000	S/Comprovação
Acidente	11/10/2018	outubro	terça-feira	Madrugada	Leopoldina	MG	Geral	Vila Velha	ES	Jacarei	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	11/10/2018	outubro	terça-feira	Noite	Iguatama	MG	Café	Patrocínio	MG	Varginha	MG	2 - Até R$ 300.000	Autônomo
Acidente	12/10/2018	outubro	terça-feira	Manhã	Pedra Branca do Araraquara	PR	Brinquedos	Embu das Artes	SP	Florianópolis	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	15/10/2018	outubro	quarta-feira	Sem Inf	Guarulhos	SP	Medicamento	Itajaí	SC	Guarulhos	SP	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	15/10/2018	outubro	quarta-feira	Madrugada	Irionópolis	SC	Alumínio	Itajaí	SC	Aberlado Luz	SC	2 - Até R$ 300.000	Autônomo
Roubo/Furto	15/10/2018	outubro	quarta-feira	Noite	Porto Real do Colégio	AL	Laticínios	Bragança Paulista	SP	Arapiraca	AL	3 - Até R$ 500.000	Autônomo
Outros	16/10/2018	outubro	quarta-feira	Manhã	Taboão da Serra	SP	Alimentício	Jaboatão dos Guararapes	PE	Taboão da Serra	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	16/10/2018	outubro	quarta-feira	Noite	Vila Boa	GO	Defensivo Agrícola	Sorocaba	SP	Luiz Eduardo Magalhães	BA	4 - Até R$ 1.000.000	Agregado
Roubo/Furto	16/10/2018	outubro	quarta-feira	Manhã	Teresina	PI	Celulares	Manaus	AM	Teresina	PI	3 - Até R$ 500.000	Funcionário
Outros	16/10/2018	outubro	quarta-feira	Tarde	Ponta Grossa	PR	Tratores/Empilhadeiras	Curitiba	PR	Luis Eduardo Magalhães	BH	4 - Até R$ 1.000.000	S/Comprovação
Acidente	16/10/2018	outubro	quarta-feira	Manhã	Nova Ponte	MG	Defensivo Agrícola	Uberaba	MG	Patos de Minas	MG	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	17/10/2018	outubro	quarta-feira	Madrugada	Atibaia	SP	Hig/Limp/Cosm	Vinhedo	SP	Cabo de Santo Agostinho	PE	3 - Até R$ 500.000	Funcionário
Acidente	17/10/2018	outubro	quarta-feira	Tarde	Rio dos Bois	TO	Específicas	Goiânia	GO	Imperatriz	MA	4 - Até R$ 1.000.000	S/Comprovação
Acidente	17/10/2018	outubro	quarta-feira	Madrugada	Juiz de Fora	MG	Específicas	Embu	SP	Juiz de Fora	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	17/10/2018	outubro	quarta-feira	Noite	Ibiá	MG	Frigorífico	Ji-Paraná	RO	Ibirité	MG	2 - Até R$ 300.000	Autônomo
Roubo/Furto	18/10/2018	outubro	quarta-feira	Madrugada	Guarulhos	SP	Geral	São Paulo	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	18/10/2018	outubro	quarta-feira	Sem Inf	São Paulo	SP	Matéria Prima	São Paulo	SP	Guarulhos	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	18/10/2018	outubro	quarta-feira	Madrugada	São Simão	SP	Combustível	Paulínia	SP	Frutal	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	19/10/2018	outubro	quarta-feira	Tarde	Bauru	SP	Fraldas	Bauru	SP	Goiania	GO	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	19/10/2018	outubro	quarta-feira	Madrugada	Conde	PB	Específicas	Cabo de Santo Agostinho	PE	João Pessoa	PB	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/10/2018	outubro	quarta-feira	Noite	Pindamonhangaba	SP	Alumínio	Cabreuva	SP	Pindamonhangaba	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	19/10/2018	outubro	quarta-feira	Sem Inf	Árabes Unidos	EX	Frigorífico	Itaguai	RJ	Dubai	EX	3 - Até R$ 500.000	-
Roubo/Furto	20/10/2018	outubro	quarta-feira	Madrugada	São José dos Pinhais	PR	Hig/Limp/Cosm	Pouso Alegre	MG	Santa Cruz do Sul	RS	4 - Até R$ 1.000.000	Agregado
Roubo/Furto	20/10/2018	outubro	quarta-feira	Tarde	Arcoverde	PE	Alimentício	Garanhuns	PE	São Luiz	MA	2 - Até R$ 300.000	S/Comprovação
Acidente	21/10/2018	outubro	quinta-feira	Noite	Wanderlândia	TO	Específicas	Sumaré	SP	Ananindeua	PA	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	21/10/2018	outubro	quinta-feira	Tarde	Quadra	SP	Frigorífico	Rondonópolis	MT	Valinhos	SP	2 - Até R$ 300.000	Autônomo
Acidente	22/10/2018	outubro	quinta-feira	Noite	Guaratuba	PR	Hig/Limp/Cosm	Pouso Alegre	MG	Içara	SC	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	22/10/2018	outubro	quinta-feira	Manhã	Cachoeira Paulista	SP	Eletrônicos	Cajamar	SP	Cariacica	ES	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	22/10/2018	outubro	quinta-feira	Noite	São Paulo	SP	Confecção/Tecido/Fios	São Paulo	SP	Diversos	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	23/10/2018	outubro	quinta-feira	Manhã	Curitiba	PR	Específicas	Curitiba	PR	Curitiba	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	23/10/2018	outubro	quinta-feira	Manhã	Piraí	RJ	Óleo Lubrificante	Rio de Janeiro	RJ	Aparecida de Goiânia	GO	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	24/10/2018	outubro	quinta-feira	Madrugada	Rio de Janeiro	RJ	Frigorífico	Araguaína	TO	Rio de Janeiro	RJ	3 - Até R$ 500.000	Funcionário
Acidente	24/10/2018	outubro	quinta-feira	Noite	Uberaba	MG	Hig/Limp/Cosm	Catalão	GO	Ribeirão Preto	SP	4 - Até R$ 1.000.000	S/Comprovação
Acidente	24/10/2018	outubro	quinta-feira	Manhã	Taperuabá	CE	Específicas	Sobral	CE	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	25/10/2018	outubro	quinta-feira	Tarde	Sete Lagoas	MG	Alimentício	Sete Lagoas	MG	Contagem	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	25/10/2018	outubro	quinta-feira	Noite	Iconha	ES	Frigorífico	Colatina	ES	Uruguai	EX	3 - Até R$ 500.000	Funcionário
Acidente	25/10/2018	outubro	quinta-feira	Tarde	Ravena	MG	Específicas	Viana	ES	Goiania	GO	5 - Acima de R$ 1.000.000	S/Comprovação
Acidente	25/10/2018	outubro	quinta-feira	Manhã	Miracatu	SP	Hig/Limp/Cosm	Amparo	SP	São José do Norte	RS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	26/10/2018	outubro	quinta-feira	Madrugada	Duque de Caxias	RJ	Específicas	Duque de Caxias	RJ	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	26/10/2018	outubro	quinta-feira	Manhã	Palmeira	PR	Combustível	Araucária	PR	Campo Grande	MS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	26/10/2018	outubro	quinta-feira	Madrugada	Carmo da Cachoeira	MG	Específicas	Jundiaí	SP	Ribeirão das Neves	MG	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	26/10/2018	outubro	quinta-feira	Tarde	Rio de Janeiro	RJ	Frigorífico	Araguaína	TO	Rio de Janeiro	RJ	3 - Até R$ 500.000	Funcionário
Roubo/Furto	26/10/2018	outubro	quinta-feira	Tarde	Uberlândia	MG	Sementes	Uberlândia	MG	Brasília	DF	3 - Até R$ 500.000	Autônomo
Outros	26/10/2018	outubro	quinta-feira	Sem Inf	Carambeí	PR	Laticínios	França	EX	Paranaguá	PR	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	27/10/2018	outubro	quinta-feira	Madrugada	Belford Roxo	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	28/10/2018	outubro	sexta-feira	Noite	Grajaú	MA	Fraldas	Goiânia	GO	São Luís	MA	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	29/10/2018	outubro	sexta-feira	Noite	Barra do Turvo	SP	Alumínio	Araquari	SC	Pindamonhangaba	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	31/10/2018	outubro	sexta-feira	Sem Inf	Duque de Caxias	RJ	Específicas	Belford Roxo	RJ	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	01/11/2018	novembro	segunda-feira	Manhã	Ribeirão Preto	SP	Frigorífico	Sertãozinho	SP	São Carlos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	01/11/2018	novembro	segunda-feira	Madrugada	Itajaí	SC	Geral	Bento Gonçalves	RS	Manaus	AM	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	03/11/2018	novembro	segunda-feira	Noite	Pilar	AL	Hig/Limp/Cosm	Louveira	SP	Cabo de Sto Agostinho	PE	3 - Até R$ 500.000	Funcionário
Acidente	03/11/2018	novembro	segunda-feira	Noite	General Carneiro	PR	Laticínios	Maravilha	SC	Vargem Grande Paulista	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	04/11/2018	novembro	terça-feira	Noite	Luís Eduardo Magalhães	BA	Defensivo Agrícola	Sorocaba	SP	Cuiabá	MT	5 - Acima de R$ 1.000.000	Agregado
Roubo/Furto	05/11/2018	novembro	terça-feira	Noite	Imbaú	PR	Combustível	Araucária	PR	Dourados	MS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	05/11/2018	novembro	terça-feira	Sem Inf	Guarulhos	SP	Pneus	EUA	EX	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Outros	05/11/2018	novembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Araguaína	TO	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Outros	05/11/2018	novembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Araguaiana	MT	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	06/11/2018	novembro	terça-feira	Madrugada	Matão	SP	Aço/Ferro	Jacareí	SP	Guajará-Mirim	RO	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	06/11/2018	novembro	terça-feira	Noite	Fundão	ES	Papel	Linhares	ES	Santana de Parnaiba	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	07/11/2018	novembro	terça-feira	Manhã	Morrinhos	GO	Material Escolar	Catanduva	SP	Anápolis	GO	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	07/11/2018	novembro	terça-feira	Madrugada	Rio de Janeiro	RJ	Confecção/Tecido/Fios	Itaquaquecetuba	SP	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	07/11/2018	novembro	terça-feira	Madrugada	Porangatu	GO	Alimentício	Morrinhos	GO	Palmas	TO	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	07/11/2018	novembro	terça-feira	Manhã	São Paulo	SP	Laticínios	São Paulo	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	08/11/2018	novembro	terça-feira	Manhã	Rio de Janeiro	RJ	Específicas	Rio de Janeiro	RJ	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	08/11/2018	novembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	08/11/2018	novembro	terça-feira	Sem Inf	Estiva	MG	Brinquedos	Embu das Artes	SP	Juiz de Fora	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	08/11/2018	novembro	terça-feira	Manhã	Cajati	SP	Doces/Chocolate	Argentina	EX	Poços de Caldas	MG	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	08/11/2018	novembro	terça-feira	Noite	São Lourenço da Serra	SP	Utilidades Doméstica	Porto Ferreira	SP	Farropilha	RS	3 - Até R$ 500.000	Autônomo
Roubo/Furto	09/11/2018	novembro	terça-feira	Noite	Rialma	GO	Calçados	Sobral	CE	Aparecida de Goiânia	GO	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	10/11/2018	novembro	terça-feira	Manhã	Diadema	SP	Frigorífico	Janaúba	MG	Santos	SP	3 - Até R$ 500.000	S/Comprovação
Outros	10/11/2018	novembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	10/11/2018	novembro	terça-feira	Sem Inf	Agentina	EX	Frigorífico	Paraguai	EX	Chile	EX	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	12/11/2018	novembro	quarta-feira	Madrugada	Paracambi	RJ	Pescado	Navegantes	SC	Rio de Janeiro	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	12/11/2018	novembro	quarta-feira	Tarde	Rio de Janeiro	RJ	Alimentício	Marituba	PA	Volta Redonda	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Outros	12/11/2018	novembro	quarta-feira	Sem Inf	Fortaleza	CE	Medicamento	São Paulo	SP	Fortaleza	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	13/11/2018	novembro	quarta-feira	Manhã	Cajati	SP	Pescado	Laguna	SC	Maceio	AL	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	13/11/2018	novembro	quarta-feira	Tarde	Cachoeira do Pajeú	MG	Específicas	Paulínia	SP	Ipojuca	PE	4 - Até R$ 1.000.000	S/Comprovação
Acidente	13/11/2018	novembro	quarta-feira	Sem Inf	Cacoal	RO	Laticínios	Anápolis	GO	Manaus	AM	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	13/11/2018	novembro	quarta-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	4 - Até R$ 1.000.000	S/Comprovação
Acidente	13/11/2018	novembro	quarta-feira	Madrugada	Guapimirim	RJ	Pneus	Feira de Santana	BA	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	14/11/2018	novembro	quarta-feira	Manhã	Piracamjuba	GO	Defensivo Agrícola	Guararema	SP	Anápolis	GO	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	14/11/2018	novembro	quarta-feira	Madrugada	São Paulo	SP	Confecção/Tecido/Fios	Barueri	SP	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	14/11/2018	novembro	quarta-feira	Madrugada	Barueri	SP	Laticínios	Passo Fundo	RS	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Acidente	14/11/2018	novembro	quarta-feira	Noite	Irajuba	BA	Bebidas	Itajaí	SC	Jaboatão dos Guararapes	PE	3 - Até R$ 500.000	S/Comprovação
Acidente	15/11/2018	novembro	quarta-feira	Tarde	Caceres	MT	Frigorífico	Ji-Paraná	RO	Icara	SC	2 - Até R$ 300.000	S/Comprovação
Outros	15/11/2018	novembro	quarta-feira	Sem Inf	Chile	EX	Frigorífico	Argentina	EX	Chile	EX	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	16/11/2018	novembro	quarta-feira	Madrugada	Jequié	BA	Brinquedos	Porto Feliz	SP	Cabo de Santo Agostinho	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	18/11/2018	novembro	quinta-feira	Manhã	Goiânia	GO	Bebidas	Pirassununga	SP	Anápolis	GO	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/11/2018	novembro	quinta-feira	Noite	Goiatuba	GO	Alimentício	Araras	SP	Brasília	DF	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	20/11/2018	novembro	quinta-feira	Noite	Mascote	BA	Café	Teixeira de Freitas	BA	Itaporanga'd Ajuda	SE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	21/11/2018	novembro	quinta-feira	Madrugada	São Paulo	SP	Frigorífico	São Félix do Xingu	PA	Campo Limpo Paulista	SP	2 - Até R$ 300.000	Autônomo
Acidente	21/11/2018	novembro	quinta-feira	Noite	Sapezal	MT	Defensivo Agrícola	Cuiabá	MT	Sapezal	MT	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	21/11/2018	novembro	quinta-feira	Manhã	Caucaia	CE	Eletrônicos	Fortaleza	CE	Caucaia	CE	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	21/11/2018	novembro	quinta-feira	Noite	Francisco Santos	PI	Frigorífico	Paraiso do Tocantins	TO	Macaíba	RN	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	22/11/2018	novembro	quinta-feira	Tarde	Rio de Janeiro	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	22/11/2018	novembro	quinta-feira	Madrugada	Valinhos	SP	Específicas	Campinas	SP	Betim	MG	4 - Até R$ 1.000.000	S/Comprovação
Outros	23/11/2018	novembro	quinta-feira	Manhã	São José dos Campos	SP	Específicas	Guarulhos	SP	Contagem	MG	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	23/11/2018	novembro	quinta-feira	Noite	Feira de Santana	BA	Específicas	Jundiaí	SP	Cabo de Santo Agostinho	PE	3 - Até R$ 500.000	S/Comprovação
Outros	23/11/2018	novembro	quinta-feira	Sem Inf	Argentina	EX	Frigorífico	Argentina	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	24/11/2018	novembro	quinta-feira	Noite	Pirapora	MG	Alumínio	Jaboatão dos Guararapes	PE	Paranaíba	MS	2 - Até R$ 300.000	Autônomo
Roubo/Furto	24/11/2018	novembro	quinta-feira	Tarde	Santo Antônio de Lisboa	PI	Frigorífico	Araguaína	TO	Fortaleza	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	25/11/2018	novembro	sexta-feira	Noite	Campina Grande do Sul	PR	Polímeros	Navegantes	SC	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	25/11/2018	novembro	sexta-feira	Manhã	Barra do Turvo	SP	Frigorífico	Brasilia	DF	Itajaí	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	25/11/2018	novembro	sexta-feira	Sem Inf	Imperatriz	MA	Calçados	Imperatriz	MA	Imperatriz	MA	5 - Acima de R$ 1.000.000	S/Comprovação
Acidente	26/11/2018	novembro	sexta-feira	Manhã	Barra do Turvo	SP	Alimentício	Guarujá	SP	Pinhais	PR	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	26/11/2018	novembro	sexta-feira	Madrugada	Mauá	SP	Brinquedos	Ribeiro Pires	SP	Campinas	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	26/11/2018	novembro	sexta-feira	Noite	Guarulhos	SP	Específicas	Extrema	MG	Guarulhos	SP	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	26/11/2018	novembro	sexta-feira	Noite	Rio de Janeiro	RJ	Específicas	Duque de Caxias	RJ	Nova Iguaçú	RJ	3 - Até R$ 500.000	S/Comprovação
Acidente	26/11/2018	novembro	sexta-feira	Noite	Carandari	MG	Polímeros	Três Rios	RJ	Montes Claros	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	27/11/2018	novembro	sexta-feira	Tarde	Rio de Janeiro	RJ	Frigorífico	Betim	MG	São João de Meriti	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	27/11/2018	novembro	sexta-feira	Noite	Rio de Janeiro	RJ	Geral	Rio de Janeiro	RJ	São Paulo	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	27/11/2018	novembro	sexta-feira	Manhã	São João de Meriti	RJ	Eletrônicos	Campinas	SP	Rio de Janeiro	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	28/11/2018	novembro	sexta-feira	Manhã	Campinas	SP	Químico	Itajaí	SC	Hortolândia	SP	5 - Acima de R$ 1.000.000	S/Comprovação
