Market;Commodity;Variety;Grade;Price
Maudaha;Tomato;Deshi;FAQ;580
Maudaha;Wheat;Dara;FAQ;2000
Maudaha;White Peas;White Peas;FAQ;3900
Hardoi;Apple;Kasmir/Shimla - II;Medium;6280
Hardoi;Banana;Bhushavali(Pacha);Medium;1230
Madhoganj;Apple;Kasmir/Shimla - II;Medium;6270
Madhoganj;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5670
Madhoganj;Bottle gourd;Bottle Gourd;FAQ;1235
Madhoganj;Brinjal;Round/Long;FAQ;1230
Madhoganj;Green Chilli;Green Chilly;FAQ;2200
Madhoganj;Groundnut;Local;FAQ;5870
Madhoganj;Gur(Jaggery);Yellow;FAQ;3125
Madhoganj;Maize;Hybrid/Local;FAQ;2025
Madhoganj;Mustard;Lohi Black;FAQ;6200
Madhoganj;Onion;Red;FAQ;1435
Madhoganj;Paddy(Dhan)(Common);Paddy Coarse;FAQ;1920
Madhoganj;Pomegranate;Other;Medium;6580
Madhoganj;Potato;Badshah;FAQ;670
Madhoganj;Pumpkin;Pumpkin;FAQ;1200
Madhoganj;Rice;III;FAQ;2420
Madhoganj;Tomato;Hybrid;FAQ;800
Madhoganj;Wheat;Dara;FAQ;2250
Sandila;Apple;Kasmir/Shimla - II;Medium;6380
Sandila;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9790
Sandila;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5650
Sandila;Bottle gourd;Bottle Gourd;FAQ;1230
Sandila;Brinjal;Brinjal;FAQ;1250
Sandila;Cabbage;Cabbage;FAQ;850
Sandila;Cauliflower;Cauliflower;FAQ;1000
Sandila;Garlic;Garlic;FAQ;2600
Sandila;Ginger(Green);Green Ginger;FAQ;3630
Sandila;Green Chilli;Green Chilly;FAQ;2180
Sandila;Gur(Jaggery);Yellow;FAQ;3200
Sandila;Maize;Yellow;FAQ;2020
Sandila;Onion;Red;FAQ;1450
Sandila;Paddy(Dhan)(Common);Common;FAQ;1920
Sandila;Pomegranate;Pomogranate;Medium;6580
Sandila;Potato;Badshah;FAQ;680
Sandila;Rice;III;FAQ;2470
Sandila;Tomato;Hybrid;FAQ;850
Sandila;Wheat;Dara;FAQ;2320
Haathras;Apple;Delicious;Medium;6270
Haathras;Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;2300
Haathras;Banana;Banana - Ripe;Medium;2380
Haathras;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;7560
Haathras;Bottle gourd;Bottle Gourd;FAQ;1450
Haathras;Brinjal;Round;FAQ;1230
Haathras;Cauliflower;Cauliflower;FAQ;670
Haathras;Ginger(Green);Green Ginger;FAQ;4160
Haathras;Green Chilli;Green Chilly;FAQ;2160
Haathras;Green Gram (Moong)(Whole);Green (Whole);FAQ;7250
Haathras;Gur(Jaggery);Red;FAQ;2340
Haathras;Lemon;Lemon;FAQ;4560
Haathras;Maize;Yellow;FAQ;2330
Haathras;Mousambi(Sweet Lime);Mousambi;Medium;2980
Haathras;Mustard;Sarson(Black);FAQ;5250
Haathras;Mustard Oil;Mustard Oil;FAQ;14500
Haathras;Onion;Red;FAQ;1370
Haathras;Paddy(Dhan)(Basmati);Basmati 1509;FAQ;3940
Haathras;Papaya;Papaya;Medium;2570
Haathras;Pomegranate;Pomogranate;Medium;6770
Haathras;Potato;Desi;FAQ;650
Haathras;Pumpkin;Pumpkin;FAQ;1150
Haathras;Tomato;Deshi;FAQ;800
Haathras;Wheat;Dara;FAQ;2340
Shadabad;Onion;Red;FAQ;1250
Shadabad;Potato;Desi;FAQ;550
Shadabad;Tomato;Deshi;FAQ;450
Ait;Peas(Dry);Other;FAQ;3900
Jalaun;Apple;Apple;Medium;6500
Jalaun;Banana;Banana - Ripe;Medium;2400
Jalaun;Brinjal;Round/Long;FAQ;1800
Jalaun;Cabbage;Cabbage;FAQ;800
Jalaun;Capsicum;Capsicum;FAQ;1800
Jalaun;Carrot;Carrot;FAQ;1200
Jalaun;Cauliflower;Cauliflower;FAQ;1000
Jalaun;Cucumbar(Kheera);Cucumbar;FAQ;2000
Jalaun;Garlic;Desi;FAQ;1600
Jalaun;Ginger(Green);Green Ginger;FAQ;4700
Jalaun;Grapes;White;Medium;3500
Jalaun;Green Chilli;Green Chilly;FAQ;3050
Jalaun;Guava;Guava;Medium;1650
Jalaun;Onion;Red;FAQ;1000
Jalaun;Orange;Orange;Medium;4400
Jalaun;Papaya;Papaya;Medium;2350
Jalaun;Peas Wet;Peas Wet;FAQ;1275
Jalaun;Pomegranate;Pomogranate;Medium;7400
Jalaun;Potato;Desi;FAQ;560
Jalaun;Pumpkin;Pumpkin;FAQ;1200
Jalaun;Raddish;Raddish;FAQ;1100
Jalaun;Tomato;Deshi;FAQ;400
Kalpi;Wheat;Dara;FAQ;2060
Madhogarh;Peas(Dry);Other;FAQ;3800
Madhogarh;Wheat;Dara;FAQ;2170
Orai;Apple;Delicious;Medium;5800
Orai;Banana;Banana - Ripe;Medium;2200
Orai;Bottle gourd;Bottle Gourd;FAQ;1300
Orai;Brinjal;Brinjal;FAQ;1450
Orai;Cabbage;Cabbage;FAQ;850
Orai;Cauliflower;Cauliflower;FAQ;1200
Orai;Garlic;Desi;FAQ;3100
Orai;Ginger(Green);Green Ginger;FAQ;4000
Orai;Green Chilli;Green Chilly;FAQ;2500
Orai;Green Peas;Green Peas;FAQ;1200
Orai;Gur(Jaggery);Red;FAQ;3700
Orai;Lime;Lime;Medium;3400
Orai;Onion;Nasik;FAQ;1250
Orai;Pomegranate;Pomogranate;Medium;6100
Orai;Potato;Desi;FAQ;650
Orai;Pumpkin;Pumpkin;FAQ;1200
Orai;Tomato;Deshi;FAQ;600
Jaunpur;Apple;Delicious;Medium;6700
Jaunpur;Banana;Banana - Ripe;Medium;2660
Jaunpur;Cucumbar(Kheera);Cucumbar;FAQ;2200
Jaunpur;Grapes;Green;Medium;4750
Jaunpur;Lemon;Lemon;FAQ;3350
Jaunpur;Mousambi(Sweet Lime);Mousambi;Medium;3500
Jaunpur;Papaya;Papaya;Medium;2450
Jaunpur;Pomegranate;Pomogranate;Medium;7000
Mugrabaadshahpur;Apple;Delicious;Medium;6740
Mugrabaadshahpur;Bengal Gram Dal (Chana Dal);Bengal Gram (Split);FAQ;6600
Mugrabaadshahpur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5670
Mugrabaadshahpur;Bottle gourd;Bottle Gourd;FAQ;1510
Mugrabaadshahpur;Brinjal;Brinjal;FAQ;1500
Mugrabaadshahpur;Cabbage;Cabbage;FAQ;820
Mugrabaadshahpur;Carrot;Carrot;FAQ;1555
Mugrabaadshahpur;Cauliflower;Cauliflower;FAQ;1040
Mugrabaadshahpur;Garlic;Average;FAQ;3340
Mugrabaadshahpur;Ginger(Green);Green Ginger;FAQ;4430
Mugrabaadshahpur;Green Chilli;Green Chilly;FAQ;2320
Mugrabaadshahpur;Gur(Jaggery);Red;FAQ;3850
Mugrabaadshahpur;Lentil (Masur)(Whole);Kala Masoor New;FAQ;7600
Mugrabaadshahpur;Mustard;Sarson(Black);FAQ;6400
Mugrabaadshahpur;Onion;Red;FAQ;1465
Mugrabaadshahpur;Orange;Nagpuri;Medium;3170
Mugrabaadshahpur;Paddy(Dhan)(Common);Common;FAQ;2040
Mugrabaadshahpur;Pomegranate;Pomogranate;Medium;7040
Mugrabaadshahpur;Potato;Badshah;FAQ;690
Mugrabaadshahpur;Pumpkin;Pumpkin;FAQ;1410
Mugrabaadshahpur;Raddish;Raddish;FAQ;800
Mugrabaadshahpur;Tomato;Deshi;FAQ;685
Mugrabaadshahpur;Wheat;Dara;FAQ;2665
Mugrabaadshahpur;White Peas;White Peas;FAQ;6045
Shahganj;Apple;Delicious;Medium;6700
Shahganj;Banana;Other;Medium;2710
Shahganj;Bottle gourd;Bottle Gourd;FAQ;1450
Shahganj;Brinjal;Brinjal;FAQ;1540
Shahganj;Cabbage;Cabbage;FAQ;850
Shahganj;Carrot;Carrot;FAQ;1520
Shahganj;Cauliflower;Cauliflower;FAQ;1100
Shahganj;Cucumbar(Kheera);Cucumbar;FAQ;2250
Shahganj;Garlic;Garlic;FAQ;3210
Shahganj;Ginger(Green);Green Ginger;FAQ;4320
Shahganj;Grapes;Other;Medium;4650
Shahganj;Green Chilli;Green Chilly;FAQ;2240
Shahganj;Mousambi(Sweet Lime);Mousambi;Medium;3510
Shahganj;Onion;Red;FAQ;1430
Shahganj;Peas cod;Peas cod;FAQ;1450
Shahganj;Pomegranate;Pomogranate;Medium;6920
Shahganj;Potato;Badshah;FAQ;680
Shahganj;Pumpkin;Pumpkin;FAQ;1210
Shahganj;Raddish;Raddish;FAQ;750
Shahganj;Tomato;Hybrid;FAQ;650
Baruwasagar;Colacasia;Colacasia;FAQ;2500
Baruwasagar;Ginger(Green);Green Ginger;FAQ;4000
Chirgaon;Barley (Jau);Dara;FAQ;2720
Chirgaon;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;4760
Chirgaon;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;6200
Chirgaon;Brinjal;Round/Long;FAQ;1300
Chirgaon;Groundnut;Other;FAQ;6300
Chirgaon;Gur(Jaggery);Red;FAQ;3140
Chirgaon;Lentil (Masur)(Whole);Masoor Gola;FAQ;5960
Chirgaon;Mustard;Sarson(Black);FAQ;6000
Chirgaon;Onion;Pusa-Red;FAQ;1150
Chirgaon;Paddy(Dhan)(Basmati);Basmati 1509;FAQ;4190
Chirgaon;Potato;Desi;FAQ;615
Chirgaon;Rice;III;FAQ;2525
Chirgaon;Sesamum(Sesame,Gingelly,Til);White;FAQ;12750
Chirgaon;Tomato;Tomato;FAQ;730
Chirgaon;Wheat;Dara;FAQ;2570
Chirgaon;White Peas;White Peas;FAQ;4800
Gurusarai;Barley (Jau);Dara;FAQ;2750
Gurusarai;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;4500
Gurusarai;Groundnut;Local;FAQ;6020
Gurusarai;Gur(Jaggery);Yellow;FAQ;3340
Gurusarai;Lentil (Masur)(Whole);Masoor Gola;FAQ;6000
Gurusarai;Mustard;Sarson(Black);FAQ;5750
Gurusarai;Onion;Red;FAQ;1175
Gurusarai;Potato;Desi;FAQ;760
Gurusarai;Rice;III;FAQ;2485
Gurusarai;Wheat;Dara;FAQ;2600
Gurusarai;White Peas;White Peas;FAQ;4615
Moth;Banana;Banana - Ripe;Medium;2500
Moth;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;4580
Moth;Brinjal;Round/Long;FAQ;1400
Moth;Cabbage;Cabbage;FAQ;750
Moth;Carrot;Carrot;FAQ;1170
Moth;Cauliflower;Cauliflower;FAQ;810
Moth;Green Chilli;Green Chilly;FAQ;3000
Moth;Gur(Jaggery);Yellow;FAQ;3200
Moth;Onion;Red;FAQ;1150
Moth;Paddy(Dhan)(Basmati);1121;FAQ;4000
Moth;Potato;Desi;FAQ;600
Moth;Pumpkin;Pumpkin;FAQ;1250
Moth;Raddish;Raddish;FAQ;820
Moth;Rice;III;FAQ;2475
Moth;Tomato;Deshi;FAQ;575
Moth;White Peas;White Peas;FAQ;4050
Hasanpur;Apple;Delicious;Medium;3500
Hasanpur;Banana;Other;Medium;1450
Hasanpur;Bhindi(Ladies Finger);Bhindi;FAQ;1850
Hasanpur;Bottle gourd;Bottle Gourd;FAQ;1450
Hasanpur;Brinjal;Arkasheela Mattigulla;FAQ;1450
Hasanpur;Cabbage;Cabbage;FAQ;1450
Hasanpur;Capsicum;Capsicum;FAQ;1450
Hasanpur;Cauliflower;Local;FAQ;1450
Hasanpur;Cucumbar(Kheera);Cucumbar;FAQ;1450
Hasanpur;Ginger(Green);Green Ginger;FAQ;1850
Hasanpur;Green Chilli;Green Chilly;FAQ;1850
Hasanpur;Guava;Guava;Medium;1850
Hasanpur;Lemon;Lemon;FAQ;1850
Hasanpur;Methi(Leaves);Methi;FAQ;1450
Hasanpur;Mousambi(Sweet Lime);Mousambi;Medium;1850
Hasanpur;Onion;Nasik;FAQ;1450
Hasanpur;Papaya;Papaya;Medium;1450
Hasanpur;Potato;Badshah;FAQ;920
Hasanpur;Pumpkin;Pumpkin;FAQ;1450
Hasanpur;Raddish;Other;FAQ;1450
Hasanpur;Ridgeguard(Tori);Other;FAQ;1850
Hasanpur;Spinach;Other;FAQ;1450
Hasanpur;Tomato;Deshi;FAQ;1850
Chhibramau(Kannuj);Apple;Delicious;Medium;6750
Chhibramau(Kannuj);Banana;Banana - Ripe;Medium;2750
Chhibramau(Kannuj);Maize;Yellow;FAQ;2100
Chhibramau(Kannuj);Mustard;Sarson(Black);FAQ;5050
Chhibramau(Kannuj);Potato;Local;FAQ;750
Chhibramau(Kannuj);Rice;III;FAQ;2700
Chhibramau(Kannuj);Tomato;Deshi;FAQ;700
Chhibramau(Kannuj);Wheat;Dara;FAQ;2500
Kannauj;Apple;Delicious;Medium;6600
Kannauj;Banana;Banana - Ripe;Medium;2600
Kannauj;Bottle gourd;Bottle Gourd;FAQ;1320
Kannauj;Brinjal;Round;FAQ;1250
Kannauj;Cabbage;Cabbage;FAQ;950
Kannauj;Carrot;Carrot;FAQ;1150
Kannauj;Cauliflower;Cauliflower;FAQ;1100
Kannauj;Garlic;Garlic;FAQ;2800
Kannauj;Ginger(Green);Green Ginger;FAQ;3400
Kannauj;Green Chilli;Green Chilly;FAQ;2650
Kannauj;Gur(Jaggery);Yellow;FAQ;3250
Kannauj;Lemon;Lemon;FAQ;3900
Kannauj;Maize;Yellow;FAQ;2160
Kannauj;Mustard Oil;Mustard Oil;FAQ;14500
Kannauj;Onion;Red;FAQ;1300
Kannauj;Paddy(Dhan)(Common);Common;FAQ;2040
Kannauj;Pomegranate;Pomogranate;Medium;7550
Kannauj;Potato;Local;FAQ;600
Kannauj;Pumpkin;Pumpkin;FAQ;1160
Kannauj;Raddish;Raddish;FAQ;950
Kannauj;Rice;III;FAQ;2380
Kannauj;Tomato;Hybrid;FAQ;720
Kannauj;Wheat;Dara;FAQ;2250
Choubepur;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;6740
Choubepur;Bajra(Pearl Millet/Cumbu);Deshi;FAQ;2350
Choubepur;Barley (Jau);Dara;FAQ;2850
Choubepur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5260
Choubepur;Brinjal;Brinjal;FAQ;1170
Choubepur;Cabbage;Cabbage;FAQ;910
Choubepur;Cauliflower;Local;FAQ;960
Choubepur;Corriander seed;Badami Steam;FAQ;10300
Choubepur;Garlic;Desi;FAQ;2800
Choubepur;Ginger(Green);Green Ginger;FAQ;3500
Choubepur;Green Chilli;Green Chilly;FAQ;2615
Choubepur;Green Gram (Moong)(Whole);Green (Whole);FAQ;7775
Choubepur;Gur(Jaggery);Yellow;FAQ;3430
Choubepur;Maize;Yellow;FAQ;2160
Choubepur;Mustard;Sarson(Black);FAQ;5325
Choubepur;Onion;Red;FAQ;1275
Choubepur;Paddy(Dhan)(Common);Common;FAQ;2050
Choubepur;Potato;Desi;FAQ;600
Choubepur;Rice;III;FAQ;2360
Choubepur;Tomato;Deshi;FAQ;665
Choubepur;Wheat;Dara;FAQ;2280
Kanpur(Grain);Apple;Delicious;Medium;6550
Kanpur(Grain);Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;7000
Kanpur(Grain);Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;2175
Kanpur(Grain);Banana - Green;Banana - Green;FAQ;2400
Kanpur(Grain);Barley (Jau);Dara;FAQ;3000
Kanpur(Grain);Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5250
Kanpur(Grain);Black Gram (Urd Beans)(Whole);Desi;FAQ;7000
Kanpur(Grain);Bottle gourd;Bottle Gourd;FAQ;1020
Kanpur(Grain);Brinjal;Round/Long;FAQ;1000
Kanpur(Grain);Cabbage;Cabbage;FAQ;1000
Kanpur(Grain);Cauliflower;Local;FAQ;1000
Kanpur(Grain);Garlic;Desi;FAQ;3250
Kanpur(Grain);Ginger(Green);Green Ginger;FAQ;3650
Kanpur(Grain);Grapes;Green;Medium;4900
Kanpur(Grain);Green Chilli;Green Chilly;FAQ;2550
Kanpur(Grain);Green Gram (Moong)(Whole);Green (Whole);FAQ;7950
Kanpur(Grain);Guava;Guava;Medium;2500
Kanpur(Grain);Gur(Jaggery);Red;FAQ;3600
Kanpur(Grain);Jowar(Sorghum);Red;FAQ;3600
Kanpur(Grain);Lentil (Masur)(Whole);Kala Masoor New;FAQ;6450
Kanpur(Grain);Maize;Yellow;FAQ;2350
Kanpur(Grain);Mousambi(Sweet Lime);Mousambi;Medium;3800
Kanpur(Grain);Mustard;Sarson(Black);FAQ;5700
Kanpur(Grain);Onion;Red;FAQ;1200
Kanpur(Grain);Papaya;Papaya;Medium;2450
Kanpur(Grain);Peas(Dry);Peas(Dry);FAQ;4900
Kanpur(Grain);Pointed gourd (Parval);Pointed gourd (Parval);FAQ;5200
Kanpur(Grain);Pomegranate;Pomogranate;Medium;7550
Kanpur(Grain);Potato;Desi;FAQ;715
Kanpur(Grain);Rice;III;FAQ;2210
Kanpur(Grain);Tomato;Deshi;FAQ;850
Kanpur(Grain);Wheat;Dara;FAQ;2400
Uttaripura;Paddy(Dhan)(Common);Common;FAQ;1800
Uttaripura;Potato;Desi;FAQ;500
Uttaripura;Potato;Other;FAQ;510
Uttaripura;Wheat;Dara;FAQ;2300
Uttaripura;Wheat;Other;FAQ;2310
Maigalganj;Apple;Kasmir/Shimla - II;Medium;6150
Maigalganj;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9700
Maigalganj;Banana;Banana - Ripe;Medium;2000
Maigalganj;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;8500
Maigalganj;Brinjal;Round/Long;FAQ;1160
Maigalganj;Cabbage;Cabbage;FAQ;800
Maigalganj;Cauliflower;Local;FAQ;1060
Maigalganj;Garlic;Garlic;FAQ;2450
Maigalganj;Green Chilli;Green Chilly;FAQ;2100
Maigalganj;Gur(Jaggery);Pathari;FAQ;3050
Maigalganj;Lemon;Lemon;FAQ;3100
Maigalganj;Masur Dal;Masur Dal;FAQ;7500
Maigalganj;Mustard Oil;Mustard Oil;FAQ;15400
Maigalganj;Onion;Red;FAQ;1470
Maigalganj;Paddy(Dhan)(Common);Common;FAQ;1850
Maigalganj;Papaya;Papaya;Medium;2400
Maigalganj;Peas cod;Other;FAQ;1900
Maigalganj;Pomegranate;Pomogranate;Medium;6600
Maigalganj;Potato;Haldwani;FAQ;700
Maigalganj;Pumpkin;Pumpkin;FAQ;1050
Maigalganj;Rice;Common;FAQ;2200
Maigalganj;Tomato;Sankar;FAQ;800
Maigalganj;Wheat;Dara;FAQ;2050
Mohammdi;Apple;Delicious;Medium;6240
Mohammdi;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9760
Mohammdi;Banana;Amruthapani;Medium;2100
Mohammdi;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;8560
Mohammdi;Brinjal;Arkasheela Mattigulla;FAQ;1200
Mohammdi;Cabbage;Cabbage;FAQ;850
Mohammdi;Cauliflower;Cauliflower;FAQ;1140
Mohammdi;Green Chilli;Green Chilly;FAQ;2180
Mohammdi;Gur(Jaggery);Achhu;FAQ;3100
Mohammdi;Masur Dal;Masur Dal;FAQ;7550
Mohammdi;Mustard;Big 100 Kg;FAQ;6060
Mohammdi;Mustard Oil;Mustard Oil;FAQ;15450
Mohammdi;Onion;Red;FAQ;1520
Mohammdi;Paddy(Dhan)(Common);Common;FAQ;1900
Mohammdi;Papaya;Papaya;Medium;252
Mohammdi;Peas cod;Other;FAQ;1950
Mohammdi;Pomegranate;Other;Medium;6640
Mohammdi;Potato;Haldwani;FAQ;750
Mohammdi;Pumpkin;Other;FAQ;1170
Mohammdi;Rice;1009 Kar;FAQ;2250
Mohammdi;Tomato;Local;FAQ;900
Mohammdi;Wheat;Dara;FAQ;2100
Tikonia;Apple;Delicious;Large;5890
Tikonia;Gur(Jaggery);Khandsari;FAQ;3560
Tikonia;Gur(Jaggery);Pathari;FAQ;2840
Tikonia;Mousambi(Sweet Lime);Mousambi;Large;3010
Golagokarnath;Apple;Delicious;Medium;6240
Golagokarnath;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9760
Golagokarnath;Banana;Banana - Ripe;Medium;2130
Golagokarnath;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5680
Golagokarnath;Brinjal;Brinjal;FAQ;1200
Golagokarnath;Cabbage;Cabbage;FAQ;850
Golagokarnath;Cauliflower;Cauliflower;FAQ;1140
Golagokarnath;Field Pea;Field Pea;FAQ;1950
Golagokarnath;Garlic;Garlic;FAQ;2550
Golagokarnath;Green Chilli;Green Chilly;FAQ;2210
Golagokarnath;Gur(Jaggery);Yellow;FAQ;3100
Golagokarnath;Lentil (Masur)(Whole);Masoor Gola;FAQ;6830
Golagokarnath;Onion;Red;FAQ;1520
Golagokarnath;Paddy(Dhan)(Common);Common;FAQ;1900
Golagokarnath;Pomegranate;Pomogranate;Medium;6640
Golagokarnath;Potato;Badshah;FAQ;730
Golagokarnath;Pumpkin;Pumpkin;FAQ;1150
Golagokarnath;Rice;Common;FAQ;2230
Golagokarnath;Tomato;Hybrid;FAQ;900
Golagokarnath;Wheat;Dara;FAQ;2100
Lakhimpur;Apple;Simla;Medium;6250
Lakhimpur;Banana;Banana - Ripe;Medium;2120
Lakhimpur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5690
Lakhimpur;Brinjal;Round/Long;FAQ;1210
Lakhimpur;Cauliflower;Cauliflower;FAQ;1130
Lakhimpur;Garlic;Desi;FAQ;2540
Lakhimpur;Green Chilli;Green Chilly;FAQ;2200
Lakhimpur;Gur(Jaggery);Pathari;FAQ;3110
Lakhimpur;Lentil (Masur)(Whole);Masoor Gola;FAQ;6840
Lakhimpur;Maize;Yellow;FAQ;1990
Lakhimpur;Mustard;Sarson(Black);FAQ;6050
Lakhimpur;Onion;Red;FAQ;1530
Lakhimpur;Paddy(Dhan)(Common);Common;FAQ;1930
Lakhimpur;Papaya;Papaya;Medium;2500
Lakhimpur;Pomegranate;Pomogranate;Medium;6650
Lakhimpur;Potato;Haldwani;FAQ;740
Lakhimpur;Pumpkin;Pumpkin;FAQ;1160
Lakhimpur;Rice;Coarse;FAQ;2240
Lakhimpur;Sugar;Chini;FAQ;3540
Lakhimpur;Tomato;Deshi;FAQ;910
Lakhimpur;Wheat;Dara;FAQ;2090
Lalitpur;Apple;Kasmir/Shimla - II;Medium;4690
Lalitpur;Barley (Jau);Dara;FAQ;2480
Lalitpur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5190
Lalitpur;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;6480
Lalitpur;Bottle gourd;Bottle Gourd;FAQ;1890
Lalitpur;Brinjal;Round;FAQ;1270
Lalitpur;Cucumbar(Kheera);Cucumbar;FAQ;1380
Lalitpur;Ginger(Green);Green Ginger;FAQ;3490
Lalitpur;Green Gram (Moong)(Whole);Green (Whole);FAQ;7290
Lalitpur;Groundnut;Bold;FAQ;5690
Lalitpur;Gur(Jaggery);Red;FAQ;3390
Lalitpur;Lentil (Masur)(Whole);Masoor Gola;FAQ;6630
Lalitpur;Mahua;Mahua;FAQ;1490
Lalitpur;Maize;Yellow;FAQ;2140
Lalitpur;Mousambi(Sweet Lime);Mousambi;Medium;3490
Lalitpur;Mustard;Sarson(Black);FAQ;5630
Lalitpur;Onion;Red;FAQ;1070
Lalitpur;Orange;Orange;Medium;4020
Lalitpur;Papaya;Papaya;Medium;1890
Lalitpur;Peas(Dry);Peas(Dry);FAQ;4680
Lalitpur;Pomegranate;Pomogranate;Medium;4470
Lalitpur;Potato;Local;FAQ;890
Lalitpur;Rice;III;FAQ;2490
Lalitpur;Sesamum(Sesame,Gingelly,Til);White;FAQ;12650
Lalitpur;Soyabean;Yellow;FAQ;4680
Lalitpur;Tomato;Hybrid;FAQ;790
Lalitpur;Wheat;Dara;FAQ;2270
Mehrauni;Barley (Jau);Dara;FAQ;2300
Mehrauni;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;6000
Mehrauni;Lentil (Masur)(Whole);Kala Masoor New;FAQ;6100
Mehrauni;Peas(Dry);Other;FAQ;5000
Mehrauni;Wheat;147 Average;FAQ;2200
Lucknow;Apple;Kasmir/Shimla - II;Medium;6490
Lucknow;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9930
Lucknow;Banana;Banana - Ripe;Medium;2700
Lucknow;Banana - Green;Banana - Green;FAQ;1370
Lucknow;Bengal Gram Dal (Chana Dal);Bengal Gram Dal;FAQ;6250
Lucknow;Bengal Gram(Gram)(Whole);Average (Whole);FAQ;5660
Lucknow;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;7420
Lucknow;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;8600
Lucknow;Bottle gourd;Bottle Gourd;FAQ;1610
Lucknow;Brinjal;Round/Long;FAQ;1480
Lucknow;Cabbage;Cabbage;FAQ;900
Lucknow;Capsicum;Capsicum;FAQ;2550
Lucknow;Carrot;Carrot;FAQ;1520
Lucknow;Cauliflower;Cauliflower;FAQ;1010
Lucknow;Garlic;Garlic;FAQ;3000
Lucknow;Ginger(Green);Green Ginger;FAQ;3600
Lucknow;Grapes;Green;Medium;4800
Lucknow;Green Chilli;Green Chilly;FAQ;2200
Lucknow;Green Gram (Moong)(Whole);Green (Whole);FAQ;7780
Lucknow;Gur(Jaggery);Yellow;FAQ;3280
Lucknow;Lemon;Lemon;FAQ;2800
Lucknow;Mustard;Lohi Black;FAQ;6250
Lucknow;Onion;Red;FAQ;1480
Lucknow;Orange;Medium;Medium;4400
Lucknow;Paddy(Dhan)(Common);Common;FAQ;2040
Lucknow;Papaya;Papaya;Medium;2570
Lucknow;Peas cod;Peas cod;FAQ;1700
Lucknow;Pomegranate;Pomogranate;Medium;6520
Lucknow;Potato;Desi;FAQ;670
Lucknow;Pumpkin;Pumpkin;FAQ;1300
Lucknow;Raddish;Raddish;FAQ;890
Lucknow;Rice;Coarse;FAQ;2510
Lucknow;Spinach;Spinach;FAQ;950
Lucknow;Tomato;Deshi;FAQ;840
Lucknow;Wheat;Dara;FAQ;2440
Lucknow;White Peas;White Peas;FAQ;5860
Gadaura;Amla(Nelli Kai);Other;FAQ;2100
Gadaura;Banana - Green;Banana - Green;FAQ;900
Gadaura;Bottle gourd;Bottle Gourd;FAQ;1400
Gadaura;Carrot;Other;FAQ;1900
Gadaura;Cauliflower;Cauliflower;FAQ;600
Gadaura;Garlic;Garlic;FAQ;1900
Gadaura;Ginger(Green);Green Ginger;FAQ;2100
Gadaura;Green Chilli;Green Chilly;FAQ;1700
Gadaura;Onion;Red;FAQ;1400
Gadaura;Peas cod;Other;FAQ;1700
Gadaura;Potato;Red;FAQ;1200
Gadaura;Tomato;Hybrid;FAQ;1000
Nautnava;Banana - Green;Banana - Green;FAQ;700
Nautnava;Cauliflower;Cauliflower;FAQ;800
Nautnava;Garlic;Average;FAQ;1900
Nautnava;Ginger(Green);Green Ginger;FAQ;2100
Nautnava;Green Chilli;Green Chilly;FAQ;1800
Nautnava;Gur(Jaggery);Red;FAQ;3200
Nautnava;Onion;Red;FAQ;1300
Nautnava;Paddy(Dhan)(Common);Paddy Coarse;FAQ;2040
Nautnava;Peas Wet;Other;FAQ;1300
Nautnava;Potato;Desi;FAQ;800
Nautnava;Rice;III;FAQ;2300
Nautnava;Tomato;Hybrid;FAQ;800
Charkhari;Wheat;147 Average;FAQ;2150
Mahoba;Apple;Royal Delicious;Medium;5590
Mahoba;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;6410
